district,name,cuisine,amenity,lat,lon
Binh Thanh,Thúy Hiền,unknown,restaurant,10.7876478,106.6965101
Binh Thanh,CELA Nhà Hàng Chay,japanese,restaurant,10.7890424,106.6970289
Binh Thanh,Tuệ Marina Chay,vietnamese;asian;international,restaurant,10.7815956,106.7080781
Binh Thanh,Nhá Háng Chay Thiền Trúc,vietnamese,restaurant,10.8396644,106.7138542
Binh Thanh,Cục Gạch Chay,vietnamese,restaurant,10.7907933,106.6918273
Binh Thanh,Thiền Trúc,vietnamese,restaurant,10.793772,106.6901861
Binh Thanh,Yummy Cơm Gà Hải Nam,unknown,restaurant,10.8027151,106.7288423
Binh Thanh,Quán An Chay,vietnamese,restaurant,10.7959189,106.6924219
Binh Thanh,Nhà Hàng Chay San May,vietnamese,restaurant,10.789009,106.6982345
Binh Thanh,Vườn Chay Giác Duyên,vietnamese;hotpot,restaurant,10.7926915,106.6911673
Binh Thanh,Quán Chay Pháp Uyển,vietnamese,restaurant,10.8048579,106.6892193
Binh Thanh,Nhàn Chay,vietnamese,restaurant,10.8040116,106.7146671
Binh Thanh,Pizza Belga - Phan Ke Binh,italian;pizza,restaurant,10.789697,106.6994356
Binh Thanh,Bánh Mì 602,bánh_mì,fast_food,10.7982519,106.71771
Binh Thanh,2PM Coffee,unknown,cafe,10.7972259,106.7179776
Binh Thanh,Quán Chay Hoàng Lan,vietnamese,restaurant,10.8091374,106.6890004
Binh Thanh,Tina Coffee,unknown,cafe,10.8110862,106.6896587
Binh Thanh,The Bí Mành - Bánh Mì Heo Quay - Trần Nguyên Đán,sandwich;vietnamese,fast_food,10.7926055,106.6936197
Binh Thanh,anh cafe,unknown,cafe,10.7926051,106.6936866
Binh Thanh,96B cafe & roastery,unknown,cafe,10.7900936,106.6967422
Binh Thanh,Hannah's Kitchen VN,unknown,cafe,10.7999139,106.6896944
Binh Thanh,Hannah's Kitchen VN,unknown,cafe,10.7999139,106.6896944
Binh Thanh,CHỊ TÔI COFFEE,unknown,cafe,10.8210988,106.6888538
Binh Thanh,Quán chay Diệu An,vietnamese,restaurant,10.8207067,106.6872448
Binh Thanh,Nhà Mấy Dì,vietnamese,restaurant,10.7955025,106.7100983
Binh Thanh,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7965591,106.6908919
Binh Thanh,Nhà Hàng Chay Chí Cao,vietnamese,restaurant,10.8112046,106.6956158
Binh Thanh,Newdays Japanese Matcha Cafe Ung Văn Khiêm,matcha;cafe;blacktea;bubble_tea;japanese,cafe,10.7999587,106.7227082
Binh Thanh,Gòn Cà phê,unknown,cafe,10.7907005,106.6877243
Binh Thanh,Guta Nguyễn Văn Thủ,vietnamese,cafe,10.7879292,106.6970183
Binh Thanh,Belgo Nguyễn Văn Thủ - Belgian Craft Beer & Restaurant,unknown,restaurant,10.7887704,106.697965
Binh Thanh,Chay Lười Giàu Đam,vietnamese;international,restaurant,10.79102,106.6870059
Binh Thanh,TL Juice,unknown,cafe,10.7953034,106.70701
Binh Thanh,Ristreet,cafe;coffee_shop;brunch;lunch,cafe,10.8055309,106.7298958
Binh Thanh,BOCĀO Basque Izakaya,basque;izakaya,restaurant,10.8029885,106.7274172
Binh Thanh,Chay Garden,vietnamese,restaurant,10.7849714,106.6998924
Binh Thanh,Passio Coffee,unknown,cafe,10.7933901,106.7024995
Binh Thanh,Gia Hùng,unknown,restaurant,10.7941947,106.7039132
Binh Thanh,Kim Ngân,coffee_shop,cafe,10.7942677,106.7039474
Binh Thanh,Bún Bò Huế Quyên,unknown,restaurant,10.795497,106.7070618
Binh Thanh,Milano,unknown,cafe,10.7931417,106.7035592
Binh Thanh,Bò Né,unknown,restaurant,10.7933441,106.7029022
Binh Thanh,Be U Coffee,unknown,cafe,10.7962496,106.7037298
Binh Thanh,Phở,unknown,restaurant,10.7941894,106.7016856
Binh Thanh,Phở,unknown,restaurant,10.7940833,106.7016077
Binh Thanh,Amavi Kom & Vegan,vietnamese,restaurant,10.8066811,106.7309352
Binh Thanh,Cơm Gà,unknown,restaurant,10.7941085,106.7042788
Binh Thanh,Phở Bình,vietnamese,restaurant,10.790891,106.6870771
Binh Thanh,VTT Coffee,unknown,cafe,10.7933077,106.7034861
Binh Thanh,Hồng My Coffee,unknown,cafe,10.7929111,106.704475
Binh Thanh,Banh mi Trieu Chau,unknown,fast_food,10.824564,106.6910453
Binh Thanh,Cà phê số 4,unknown,cafe,10.7907193,106.6943965
Binh Thanh,Gà Ta Phát Tài,unknown,restaurant,10.8091398,106.6965285
Binh Thanh,Bún Thịt Nướng,unknown,restaurant,10.8091129,106.69654
Binh Thanh,Bánh mì Pewpew,unknown,restaurant,10.8264152,106.6890048
Binh Thanh,Phở Hiền,unknown,restaurant,10.8253827,106.690096
Binh Thanh,Creamy,unknown,cafe,10.793759,106.687577
Binh Thanh,Gờ Café,unknown,cafe,10.7932526,106.6875119
Binh Thanh,Flow - Roaster Coffee,unknown,cafe,10.7937873,106.6877299
Binh Thanh,Guta,unknown,cafe,10.7930369,106.6896897
Binh Thanh,Unknown,unknown,cafe,10.7937695,106.6870159
Binh Thanh,Phuc Long,unknown,cafe,10.7845771,106.6995595
Binh Thanh,Nem nướng út hương,unknown,restaurant,10.7920949,106.7306998
Binh Thanh,Coffee,unknown,cafe,10.7925553,106.731715
Binh Thanh,Unknown,unknown,cafe,10.7928666,106.7311374
Binh Thanh,Simile Coffee,unknown,cafe,10.8306966,106.6883265
Binh Thanh,Chiếc mơ,unknown,cafe,10.8309503,106.6883009
Binh Thanh,Gờ Coffee,unknown,cafe,10.7902461,106.6926655
Binh Thanh,Hủ tiếu nam vang Thành Đạt,unknown,restaurant,10.7891169,106.6987866
Binh Thanh,Mì Quảng 3 Anh Em,unknown,restaurant,10.8010357,106.685269
Binh Thanh,Bánh mì,unknown,fast_food,10.7863772,106.7017244
Binh Thanh,Beer garden - Taste of India,unknown,restaurant,10.791194,106.6950547
Binh Thanh,Quán Nga - Bún thịt nướng,unknown,restaurant,10.7917587,106.6909826
Binh Thanh,Cà phơ hơm,unknown,cafe,10.7929054,106.7069827
Binh Thanh,Highlands,unknown,cafe,10.7884848,106.6997872
Binh Thanh,Bingsuya,unknown,cafe,10.7885537,106.6998441
Binh Thanh,Banh canh,vietnamese,restaurant,10.7994173,106.6870569
Binh Thanh,Hủ Tiếu Nam Vang A - Lú,vietnamese;chinese,restaurant,10.8086964,106.7331432
Binh Thanh,Bamos,unknown,cafe,10.7930451,106.7116379
Binh Thanh,Hanuri,unknown,restaurant,10.7944111,106.7087883
Binh Thanh,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7983109,106.6859386
Binh Thanh,Quán Chay 59,vietnamese,restaurant,10.7917746,106.7099884
Binh Thanh,Lil's,unknown,cafe,10.7928675,106.6912047
Binh Thanh,Bột chiên,unknown,restaurant,10.7935393,106.7094388
Binh Thanh,Nhà Hàng Chay Tuệ Minh,vietnamese,restaurant,10.7901107,106.7112716
Binh Thanh,Terra Cotea - Matcha Tea & Coffee,unknown,cafe,10.7883975,106.7147214
Binh Thanh,Dế Garden,unknown,cafe,10.7944976,106.691846
Binh Thanh,Nhà Hàng Chay Yukikitchen,vietnamese,restaurant,10.7935352,106.6897081
Binh Thanh,86 Cafe,unknown,cafe,10.7993292,106.6885473
Binh Thanh,Vegete Ramen Chay,ramen,restaurant,10.803025,106.732299
Binh Thanh,Nhà Hàng Thuần Chay Quán Âm,vietnamese,restaurant,10.7939097,106.6867967
Binh Thanh,Bún bò Huế 25 Nhiêu Tứ,unknown,restaurant,10.8011151,106.6892773
Binh Thanh,Đậu Homemade - Bún đậu mắm tôm,vietnamese,restaurant,10.7970394,106.6926236
Binh Tan,Cửa Hàng Thức Ăn Nhanh Chicken Town,unknown,fast_food,10.7755226,106.6194713
Binh Tan,Lotteria,burger,fast_food,10.7518041,106.6204667
Binh Tan,Unknown,unknown,cafe,10.7525997,106.6098342
Binh Tan,Nhà Hàng Bảo Hà,breakfast;noodles,restaurant,10.7367328,106.6422088
Binh Tan,Cà Phê Guitar Quận 6,unknown,cafe,10.7428895,106.6412276
Binh Tan,Cà Phê Sam,unknown,cafe,10.7485051,106.6159837
Binh Tan,Cơm tấm Anh Tú,vietnamese,restaurant,10.7712618,106.6301381
Binh Tan,Bánh Canh Bảy,vietnamese,restaurant,10.7712176,106.6302457
Binh Tan,McDonald's,burger,fast_food,10.7500736,106.6283243
Binh Tan,Phở Hùng,unknown,restaurant,10.7514173,106.6218242
Binh Tan,Unknown,unknown,cafe,10.7446186,106.6153975
Binh Tan,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7423362,106.6107682
Binh Tan,Phúc Long,coffee_shop,cafe,10.7432487,106.6125418
Binh Tan,Nhà Hàng Lẩu Dê Cây Dừa 2,unknown,restaurant,10.7383128,106.6220743
Binh Tan,Quán Trang,unknown,restaurant,10.775254,106.6296198
Binh Tan,Cà Phê Boca,beef_bowl;noodles;breakfast;diner;tea;coffee_shop,cafe,10.7451849,106.6356582
Binh Tan,Lắk Kêu Quán,unknown,restaurant,10.7606445,106.6441647
Binh Tan,Unknown,unknown,cafe,10.7052317,106.5978917
Binh Tan,Quán Hủ Tíu Chay,unknown,restaurant,10.7545068,106.6416815
Binh Tan,Quán Phở 179,unknown,restaurant,10.7484389,106.616606
Binh Tan,Unknown,unknown,restaurant,10.7531165,106.6345765
Binh Tan,King Ẩm Thực,unknown,restaurant,10.7425162,106.6357323
Binh Tan,Quán Ăn Gia Phú,chinese,restaurant,10.7427986,106.646506
Binh Tan,Thủy Mộc Coffee,unknown,cafe,10.7526098,106.5977595
Binh Tan,Lâm Phát Ký,vietnamese,restaurant,10.7515102,106.6428245
Binh Tan,Domino's Pizza,pizza,restaurant,10.7674083,106.6407815
Binh Tan,Unknown,unknown,cafe,10.7676204,106.6095753
Binh Tan,KFC,fried_chicken,fast_food,10.747945,106.6353265
Binh Tan,Cà Phê Nguyễn's,unknown,cafe,10.7599749,106.595078
Binh Tan,Texas Chicken,chicken,fast_food,10.7498798,106.6437158
Binh Tan,Nhà Hàng Lẩu Mắm Bà Dú,unknown,restaurant,10.7429836,106.6126471
Binh Tan,Nhà Hàng Hương Vị Bốn Phương,international,restaurant,10.7429942,106.6125302
Binh Tan,Nhà Hàng Kichi Kichi,unknown,restaurant,10.7430727,106.6121465
Binh Tan,Pizza Hut,pizza,restaurant,10.7428967,106.6127114
Binh Tan,Nhà Hàng Mamalu,unknown,restaurant,10.7427712,106.6122814
Binh Tan,Nhà Hàng Truly Việt,unknown,restaurant,10.7430273,106.6129532
Binh Tan,Nhà Hàng Meiwei,unknown,restaurant,10.743011,106.6122845
Binh Tan,Tasaki BBQ,unknown,restaurant,10.7431086,106.6125511
Binh Tan,Nhà Hàng Wrap&Roll,vietnamese,restaurant,10.7428775,106.6123078
Binh Tan,Thai Express,thai,restaurant,10.7427913,106.6124337
Binh Tan,Texas Chicken,chicken,fast_food,10.743212,106.6123545
Binh Tan,Nhà Hàng Sushi Kei,japanese,restaurant,10.7429788,106.6127331
Binh Tan,Sumo BBQ,unknown,restaurant,10.7427623,106.6123639
Binh Tan,Sukiya,japanese,restaurant,10.7431161,106.6123998
Binh Tan,Nhà Hàng Shabu Ya,unknown,restaurant,10.7428747,106.6127776
Binh Tan,Nhà Hàng Seol Garden,korean,restaurant,10.7433737,106.6127541
Binh Tan,Nhà Hàng Redsun,unknown,restaurant,10.7431074,106.6123298
Binh Tan,Trà Sữa Phúc Long,coffee_shop,cafe,10.7432798,106.6130343
Binh Tan,Nhà Hàng MK,thai,restaurant,10.7428039,106.6126558
Binh Tan,Nhà Hàng Marukame Udon,japanese,restaurant,10.7429077,106.612827
Binh Tan,Lotteria,burger,fast_food,10.7428334,106.6125195
Binh Tan,Nhà Hàng Khao Lao,lao,restaurant,10.7430743,106.6130278
Binh Tan,KFC,chicken,fast_food,10.7430749,106.612476
Binh Tan,Nhà Hàng HuTong,unknown,restaurant,10.7430598,106.6122062
Binh Tan,Nhà Hàng Hotpot,unknown,restaurant,10.7432982,106.6129254
Binh Tan,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7429851,106.6124451
Binh Tan,Nhà Hàng Gogi House,unknown,restaurant,10.7434587,106.6128442
Binh Tan,Cửa Hàng Bud's Ice Cream,unknown,restaurant,10.7431722,106.6128195
Binh Tan,Nhà Hàng Bamboo Dimsum,unknown,restaurant,10.7430828,106.6128162
Binh Tan,Nhà Hàng Bangkok House,unknown,restaurant,10.7430213,106.6123973
Binh Tan,King BBQ Buffet,unknown,restaurant,10.7428509,106.6126318
Binh Tan,Thyty thailan,thai,restaurant,10.7425916,106.6237697
Binh Tan,Nhà Hàng Dê Ba Hơn,unknown,restaurant,10.7477198,106.6117602
Binh Tan,Kungfu Mì Kéo Lộc Ký,unknown,restaurant,10.7467142,106.642449
Binh Tan,Nhà Hàng Tràm chim,unknown,restaurant,10.7455143,106.6149006
Binh Tan,Hẻm Quán,unknown,restaurant,10.7419766,106.6281008
Binh Tan,Xưởng T Coffee,coffee_shop,cafe,10.7320681,106.6151958
Binh Tan,Trà Sữa Phúc Long,unknown,cafe,10.7551041,106.6296218
Binh Tan,Lotteria,burger,fast_food,10.7456416,106.6308189
Binh Tan,Cộng Cà Phê,coffee_shop;vietnamese,cafe,10.7457653,106.6311544
Binh Tan,The Coffee House,coffee_shop;vietnamese,cafe,10.743429,106.6301667
Binh Tan,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7420568,106.6297217
Binh Tan,Pizza Hut,pizza,restaurant,10.749873,106.6440891
Binh Tan,Lúc Lắc - Cafe & Trà Sữa,coffee;tea,cafe,10.7853986,106.5930577
Binh Tan,Nhà hàng Hải Cảng,unknown,restaurant,10.7519971,106.6195043
Binh Tan,Nhà hàng Chim Rừng,unknown,restaurant,10.7484352,106.6149295
Binh Tan,quán bánh canh,unknown,restaurant,10.7512628,106.610537
Binh Tan,Đối diện cây xăng,unknown,restaurant,10.7400473,106.6173295
Binh Tan,Quán ốc 879,unknown,restaurant,10.7459375,106.62891
Binh Tan,KFC Tỉnh Lộ 10,breakfast;chicken;noodles,fast_food,10.7570399,106.6059125
Binh Tan,Phở QUANG,vietnamese,restaurant,10.7326811,106.6347277
Binh Tan,Gỏi Đu Đủ Ty Thy Hồ Chí Minh,thai,restaurant,10.7488299,106.6424268
Binh Tan,Cà Phê 1983,coffee_shop,cafe,10.7373754,106.6192432
Binh Tan,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7498048,106.6459202
Binh Tan,Chốn Riêng,coffee_shop,cafe,10.7435612,106.6446004
Binh Tan,NGÕ QUÁN,coffee_shop,cafe,10.7398315,106.6179908
Binh Tan,Ura Coffee & Tea,coffee_shop,cafe,10.7260241,106.6151927
Binh Tan,Viva Star Coffee,coffee_shop,cafe,10.7611117,106.6308725
Binh Tan,Cafe 40A,bubble_tea;juice,cafe,10.761174,106.6305126
Binh Tan,Buffet Lẩu Rau Nấm: Rau Mộc,unknown,restaurant,10.7612148,106.6298417
Binh Tan,Cafe Milano,coffee_shop,cafe,10.7611874,106.6301178
Binh Tan,Cơm Tấm,breakfast,restaurant,10.7609741,106.6314602
Binh Tan,Bún Cà Ri Gà NHƯ Ý,curry;noodle,restaurant,10.760968,106.6310969
Binh Tan,Phở Lý Quốc Sư,ramen,restaurant,10.7611813,106.6304081
Binh Tan,Chạm Nhà Hàng Chay,vietnamese,restaurant,10.7457107,106.635402
Binh Tan,Chay Phùng Duyên,vietnamese;chinese,restaurant,10.7561407,106.6323444
Binh Tan,Hủ Tiếu Chay Cây Đề,vietnamese;noodle,restaurant,10.7837957,106.6231884
Binh Tan,Hội Ngộ Chay,vietnamese,restaurant,10.7843341,106.6215695
Binh Tan,Chay Tịnh Tầm,vietnamese;noodle,restaurant,10.7846213,106.6228432
Binh Tan,Lotteria,burger,fast_food,10.7497211,106.6473695
Binh Tan,Quán Cà Phê Trung Nguyên 126,unknown,cafe,10.755263,106.6193936
Binh Tan,Unknown,unknown,cafe,10.7406173,106.639542
Binh Tan,An Trú,ramen;vietnamese,restaurant,10.7829499,106.6266937
Binh Tan,Mì Quảng Nam,vietnamese,restaurant,10.7726639,106.6057398
Binh Tan,Dòufu Chay & Chill,vietnamese,restaurant,10.7520052,106.6279475
Binh Tan,Cơm Niêu Út Thảo,vietnamese,restaurant,10.7473048,106.6122073
Binh Tan,Quán Chay Quan Âm,cantonese;vietnamese;international,restaurant,10.7430882,106.6426533
Binh Tan,Quán Chay Hoàng Phúc,vietnamese;pancake,restaurant,10.7408493,106.6371218
Binh Tan,243 Coffee,unknown,cafe,10.7715848,106.6021069
Binh Tan,Cát Vàng Chay,vietnamese,restaurant,10.7494897,106.6114582
Binh Tan,Rio Coffee & Tea,bubble_tea,cafe,10.7753583,106.6341392
Binh Tan,Quán Hoa Đào,vietnamese,restaurant,10.7378429,106.612455
Binh Tan,Ẩm Thực Chay Tuệ Đăng,vietnamese,restaurant,10.7409497,106.6278462
Binh Tan,Quán Cơm Tấm Bún Thịt nướng Tín Nè,vietnamese;cơm_tấm;bún_thịt_nướng;coffee_shop,restaurant,10.7896599,106.5971119
Binh Tan,Nhà Hàng Chay An Hương,vietnamese;cantonese;chinese,restaurant,10.7454011,106.6432055
Binh Tan,Unknown,coffee_shop,cafe,10.7400518,106.6258531
Binh Tan,Unknown,coffee_shop,cafe,10.740697,106.6258334
Binh Tan,Unknown,coffee_shop,cafe,10.7407102,106.6261633
Binh Tan,Unknown,coffee_shop,cafe,10.740049,106.6254021
Binh Tan,Unknown,coffee_shop,cafe,10.7406771,106.6252511
Binh Tan,Unknown,unknown,cafe,10.741189,106.6253922
Binh Tan,Unknown,unknown,cafe,10.7408621,106.6269512
Binh Tan,Unknown,regional,restaurant,10.7397919,106.6258471
Binh Tan,Unknown,unknown,restaurant,10.709529,106.5988157
Binh Tan,Unknown,unknown,restaurant,10.7199927,106.6062297
Binh Tan,Paris Coffee and more,unknown,cafe,10.7147498,106.6112483
Binh Tan,Pho 30k,unknown,restaurant,10.7540598,106.642465
Binh Tan,Com tam,unknown,restaurant,10.757091,106.6217644
Binh Tan,Unknown,unknown,restaurant,10.7565559,106.6230985
Binh Tan,Unknown,unknown,restaurant,10.7575647,106.6180015
Binh Tan,Jollibee,unknown,fast_food,10.7549676,106.6303895
Binh Tan,Pizza Hut,pizza,restaurant,10.7565837,106.6233473
Binh Tan,Lotteria,unknown,fast_food,10.7540172,106.6429772
Binh Tan,Vit,unknown,restaurant,10.7570669,106.6219189
Binh Tan,Unknown,unknown,cafe,10.7596552,106.6135732
Binh Tan,Unknown,unknown,restaurant,10.7566159,106.6229475
Binh Tan,Phương Vy Chay,cantonese;vietnamese,restaurant,10.7480789,106.6364101
Binh Tan,Highlands Coffee,coffee_shop;tea,cafe,10.749762,106.6456113
Tan Binh,Lotteria,burger,fast_food,10.7824512,106.6773049
Tan Binh,Cà Phê Du Miên,unknown,cafe,10.7923386,106.6760528
Tan Binh,KFC,chicken,fast_food,10.8085023,106.6781748
Tan Binh,KFC,chicken,fast_food,10.7873569,106.6661244
Tan Binh,KFC,chicken,fast_food,10.7820677,106.6288429
Tan Binh,Lotteria,burger,fast_food,10.7777196,106.6655017
Tan Binh,KFC,chicken,fast_food,10.7886556,106.6760753
Tan Binh,Lotteria,burger,fast_food,10.7882662,106.6618944
Tan Binh,Unknown,unknown,cafe,10.7921192,106.6715493
Tan Binh,Unknown,unknown,cafe,10.7917292,106.6710236
Tan Binh,Unknown,unknown,restaurant,10.7917925,106.6719463
Tan Binh,Unknown,unknown,restaurant,10.7921508,106.6710451
Tan Binh,Cà Phê Vườn Xuân,unknown,cafe,10.7926596,106.6797398
Tan Binh,Unknown,unknown,restaurant,10.7923478,106.6796389
Tan Binh,Cà Phê Quỳnh,unknown,cafe,10.77977,106.661781
Tan Binh,Quán Cơm Gà Xối Mỡ,vietnamese,restaurant,10.786308,106.671644
Tan Binh,Cà Phê Bobby Brewers,unknown,cafe,10.7887204,106.676627
Tan Binh,Cà Phê Terrace,unknown,cafe,10.7971795,106.6735475
Tan Binh,Cà Phê TEE,unknown,cafe,10.7969963,106.6705977
Tan Binh,Cà Phê Miền Đồng Thảo,unknown,cafe,10.7972044,106.6752752
Tan Binh,Cafe Mai Hương,unknown,cafe,10.7702328,106.6527066
Tan Binh,Mì Quảng Bà Bốn,unknown,restaurant,10.7912767,106.64564
Tan Binh,Quán Cà Phê 6K,unknown,cafe,10.7805883,106.6436517
Tan Binh,Cà Phê 77,unknown,cafe,10.7920273,106.6444373
Tan Binh,Căn Tin Thông Tin Tin Hiêu Đường Săt Sài Gòn,vietnamese,cafe,10.7827822,106.6768976
Tan Binh,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7826381,106.6769835
Tan Binh,Cà Phê Lãng,coffee_shop,cafe,10.776069,106.66608
Tan Binh,Nhà Hàng Bích Liên,unknown,restaurant,10.786249,106.676706
Tan Binh,Cà Phê The Fig,coffee_shop,cafe,10.797106,106.676753
Tan Binh,Tiệm Bánh Mì Xu Xu,unknown,fast_food,10.7910669,106.6658064
Tan Binh,Burger King,burger,fast_food,10.8161563,106.6649977
Tan Binh,Lotus Cafeteria,coffee_shop,cafe,10.815827,106.663854
Tan Binh,Popeyes,chicken,fast_food,10.816193,106.664888
Tan Binh,Burger King,burger,fast_food,10.8170893,106.6637424
Tan Binh,Quán Lẩu Dê 304,regional,restaurant,10.7966788,106.6649293
Tan Binh,Pizza Inn,pizza,fast_food,10.7927834,106.6800134
Tan Binh,Nhà Hàng Hấp Thuỷ Nhiệt,unknown,restaurant,10.8023909,106.6832919
Tan Binh,Cà Phê No.1,unknown,cafe,10.7918912,106.6606953
Tan Binh,Cà Phê Phố,unknown,cafe,10.7913315,106.6633709
Tan Binh,Coffee Bamboo,unknown,cafe,10.7899609,106.6651494
Tan Binh,Cà Phê 33,unknown,cafe,10.7858593,106.6749946
Tan Binh,Lotteria,burger,fast_food,10.7931811,106.6590387
Tan Binh,The Coffee House,coffee_shop;vietnamese,cafe,10.7992462,106.682678
Tan Binh,Cà Phê TeaCup,unknown,cafe,10.8109794,106.6760719
Tan Binh,Quán Ngự Bình,Các_món_ăn_Huế,restaurant,10.7924466,106.6820018
Tan Binh,Cà Phê Kem,unknown,cafe,10.8107897,106.6758786
Tan Binh,Quán Cơm Tấm 390,vietnamese,restaurant,10.7830862,106.6720457
Tan Binh,Bánh Xèo Mười Xiềm,vietnamese,restaurant,10.794319,106.6779976
Tan Binh,Cà Phê Hoàng Mỹ,unknown,cafe,10.7975461,106.6766241
Tan Binh,Cà Phê Suối Nguồn,unknown,cafe,10.7984019,106.6680438
Tan Binh,Pizza Hut,pizza,restaurant,10.8132735,106.6656021
Tan Binh,Pizza Hut,pizza,restaurant,10.8009329,106.6407219
Tan Binh,Pizza Hut,pizza,restaurant,10.7875158,106.6633102
Tan Binh,Pizza Hut,pizza,restaurant,10.8062117,106.63439
Tan Binh,Cà Phê Memory,unknown,cafe,10.7988787,106.6332122
Tan Binh,Cà Phê Xe,unknown,cafe,10.7867661,106.6748547
Tan Binh,Cà Phê Oasis,unknown,cafe,10.814067,106.6803516
Tan Binh,KFC,chicken,fast_food,10.7748908,106.6477677
Tan Binh,Cà Phê Trầm,unknown,cafe,10.7965646,106.6777741
Tan Binh,Burger King,burger,fast_food,10.7946773,106.650299
Tan Binh,The Coffee House,coffee_shop;vietnamese,cafe,10.794449,106.6680251
Tan Binh,The Coffee House,coffee_shop;vietnamese,cafe,10.7718466,106.6574966
Tan Binh,Nhà Hàng Gà Ta Sơn Ca,chicken,restaurant,10.7824237,106.6672365
Tan Binh,ร้านขายยาส่ง,unknown,cafe,10.7809246,106.6660613
Tan Binh,Trung Tâm Hội Nghị Capella,unknown,restaurant,10.8093443,106.6775723
Tan Binh,Unknown,unknown,cafe,10.8006318,106.6248276
Tan Binh,Nhà  Hàng Kobe BBQ,unknown,restaurant,10.8016327,106.6540711
Tan Binh,Nem Nướng Cô Điệp,unknown,fast_food,10.7952872,106.6655599
Tan Binh,Quán Nhậu Bamboo,unknown,restaurant,10.7918435,106.6626874
Tan Binh,Unknown,coffee,cafe,10.7946966,106.6767207
Tan Binh,Cà Phê Thy Thy,unknown,cafe,10.7872188,106.6238513
Tan Binh,Quán Cà Phê Phúc Long,unknown,cafe,10.8006115,106.6606041
Tan Binh,Unknown,unknown,restaurant,10.803386,106.6608503
Tan Binh,Quán Bánh Đa Cua,unknown,restaurant,10.7893707,106.6623077
Tan Binh,Quán Nem Chả Năm Thu,unknown,restaurant,10.7834253,106.6381266
Tan Binh,Nhà Hàng Sari Đặc Sản Phan Thiết,unknown,restaurant,10.7791058,106.669572
Tan Binh,Highlands Coffee,coffee_shop;vietnamese,cafe,10.8012431,106.652915
Tan Binh,KFC,chicken,fast_food,10.8073821,106.6342038
Tan Binh,Highlands Coffee,coffee_shop;vietnamese,cafe,10.8008777,106.6576552
Tan Binh,Cà Phê Sài Gòn Xưa Bà Pèo,vietnamese;cambodian,cafe,10.8005802,106.6504619
Tan Binh,Phở Hai Hói,beef_bowl;breakfast,restaurant,10.8142615,106.6689747
Tan Binh,Circle K,unknown,fast_food,10.7970378,106.6238513
Tan Binh,Cháo dinh dưỡng Tương Lai,unknown,fast_food,10.7749826,106.6477087
Tan Binh,Unknown,unknown,restaurant,10.7769152,106.6667978
Tan Binh,Cà Phê La Maison,unknown,cafe,10.7920945,106.6810142
Tan Binh,Unknown,unknown,cafe,10.8001479,106.6403564
Tan Binh,Nhà Hàng The Adora Luxury,unknown,restaurant,10.8001215,106.6734404
Tan Binh,Nhà Hàng Lẩu Dê Yên Hồng Quang 3,unknown,restaurant,10.8021334,106.647557
Tan Binh,Nhà Hàng Mùa Vàng,unknown,restaurant,10.7776498,106.661955
Tan Binh,Cà Phê 116,unknown,cafe,10.8079116,106.6616523
Tan Binh,Cà Phê 55 Đặng Văn Ngữ,unknown,cafe,10.7933593,106.6687077
Tan Binh,Cà Phê Gió Bấc,unknown,cafe,10.8018269,106.6693083
Tan Binh,Bún Chả Hà Nội Vân An,unknown,restaurant,10.8132471,106.6677124
Tan Binh,Cà Phê G,unknown,cafe,10.7998946,106.6525444
Tan Binh,Cà Phê Ban Mê,unknown,cafe,10.7861288,106.6715369
Tan Binh,BAN MÊ,unknown,cafe,10.7846772,106.6749402
Tan Binh,Quán Cà Phê Ban Mê,unknown,cafe,10.7811188,106.6705337
Tan Binh,Lẩu Mắm 140,unknown,restaurant,10.797736,106.6781763
Tan Binh,Unknown,unknown,cafe,10.7752114,106.6691947
Tan Binh,Cà Phê Language Exchange,coffee_shop,cafe,10.7899533,106.67914
Tan Binh,Quán Misaki Coffee & Sushi Box,unknown,fast_food,10.7747072,106.6621826
Tan Binh,Unknown,unknown,fast_food,10.7866207,106.6644123
Tan Binh,Unknown,unknown,fast_food,10.7835998,106.6614699
Tan Binh,Unknown,unknown,restaurant,10.783642,106.6617434
Tan Binh,Unknown,unknown,restaurant,10.7866799,106.6644632
Tan Binh,Unknown,unknown,fast_food,10.7877775,106.6627936
Tan Binh,Unknown,unknown,cafe,10.7876352,106.6630698
Tan Binh,Nhà Hàng San San,unknown,restaurant,10.7909994,106.664387
Tan Binh,Thịt chó,unknown,restaurant,10.785952,106.6631918
Tan Binh,Unknown,unknown,fast_food,10.797473,106.6727917
Tan Binh,Unknown,unknown,restaurant,10.7963427,106.6724269
Tan Binh,Unknown,unknown,restaurant,10.7967511,106.6724833
Tan Binh,Unknown,unknown,fast_food,10.7860776,106.6637419
Tan Binh,Night Time Food Stalls,unknown,fast_food,10.7832393,106.6711962
Tan Binh,Pizza Hut,pizza,restaurant,10.7873014,106.6637587
Tan Binh,Bò Né,steak;vietnamese,fast_food,10.790706,106.6643434
